ID,Name,Concepticon_ID,Concepticon_Gloss
1_1stpl,1st pl.,1212,WE
2_1stsgi,1st sg. (I),1209,I
3_2ndplfamiliar,2nd pl. (familiar),1213,YOU
4_2ndplhonorific,2nd pl. (honorific),3293,YOU (HONORIFIC)
5_2ndsgfamiliar,2nd sg. (familiar),1215,THOU
6_2ndsghonorific,2nd sg. (honorific),3292,THOU (HONORIFIC)
7_3rdpl,3rd pl.,817,THEY
8_3rdsgfemale,3rd sg. (female),1834,SHE
9_3rdsggenericmale,3rd sg. (generic male),1211,HE
10_above,above,1741,ABOVE
11_all,all,98,ALL
12_ant,ant,587,ANT
13_arrow,arrow,977,ARROW
14_ashes,ashes,646,ASH
15_axe,axe,677,AXE
16_back,back,1291,BACK
17_bad,bad,1292,BAD
18_bamboo,bamboo,1927,BAMBOO
19_banana,banana,868,BANANA
20_bear,bear,1820,BEAR
21_bee,bee,665,BEE
22_belly,belly,1251,BELLY
23_below,below,1485,BELOW OR UNDER
24_betelnut,betelnut,217,BETELNUT
25_big,big,1202,BIG
26_bird,bird,937,BIRD
27_bitter,bitter,887,BITTER
28_black,black,163,BLACK
29_blanket,blanket,806,BLANKET
30_blood,blood,946,BLOOD
31_boat,boat,1844,BOAT
32_body,body,1480,BODY
33_bone,bone,1394,BONE
34_bow,bow,994,BOW
35_branch,branch,1531,BRANCH
36_broken,broken,588,BROKEN
37_broom,broom,245,BROOM
38_buffalo,buffalo,934,BUFFALO
39_cabbage,cabbage,774,CABBAGE
40_candle,candle,1273,CANDLE
41_cat,cat,1208,CAT
42_cauliflower,cauliflower,2843,CAULIFLOWER
43_cheek,cheek,1730,CHEEK
44_chicken,chicken,1318,CHICKEN
45_chin,chin,1510,CHIN
46_cloth,cloth,1616,CLOTH
47_clothing,clothing,1895,CLOTHES
48_cloud,cloud,1489,CLOUD
49_cockroach,cockroach,1575,COCKROACH
50_coconutripe,coconut (ripe),970,COCONUT
51_cold,cold,1287,COLD
52_cookedrice,cooked rice,1191,COOKED RICE
53_corn,corn,506,MAIZE
54_cow,cow,1007,COW
